CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,ContractTypeEncoded,IsSenior,HasTechSupport,Contract_TechSupport,AvgCharges_Tenure,LogMonthlyCharges,LogTotalCharges
CUST_589,38,Male,Month-to-month,54.73,1532.44,No,DSL,28,Yes,Electronic check,No,54.730000000000004,1,0,0,0,1532.44,4.020518601581445,7.335268856606921
CUST_2464,61,Female,One year,49.35,2862.3,No,Fiber optic,58,Yes,Credit card,No,49.35,2,1,0,0,2862.3,3.9189986191645714,7.95973008479889
CUST_1913,34,Female,Month-to-month,66.99,2679.6,No,Fiber optic,40,No,Credit card,No,66.99,1,0,0,0,2679.6,4.219360635538368,7.893795929044396
CUST_3831,27,Male,Month-to-month,108.67,1738.72,No,Fiber optic,16,Yes,Electronic check,No,108.67,1,0,0,0,1738.72,4.697475856772117,7.461479459719406
CUST_2672,24,Female,Month-to-month,48.11,673.54,No,DSL,14,Yes,Credit card,No,48.11,1,0,0,0,673.54,3.894062680051153,6.514030977076992
CUST_2195,38,Female,Two year,20.34,711.9,Yes,Fiber optic,35,Yes,Electronic check,No,20.34,3,0,1,3,711.9,3.060583245873607,6.569341158123582
CUST_3940,67,Male,Month-to-month,100.35,5017.5,Yes,Fiber optic,50,No,Mailed check,No,100.35,1,1,1,1,5017.5,4.6185798728980085,8.520886363253855
CUST_2982,46,Male,Two year,114.18,7307.52,Yes,DSL,64,Yes,Bank transfer,No,114.18,3,0,1,3,7307.52,4.7464961220785264,8.896796069865248
CUST_2912,62,Female,One year,70.21,4493.44,No,DSL,64,Yes,Credit card,No,70.21,2,1,0,0,4493.44,4.2656332579940335,8.410596356274775
CUST_4057,21,Male,One year,73.71,1253.07,Yes,Fiber optic,17,Yes,Credit card,No,73.71,2,0,1,2,1253.07,4.313613951987709,7.134149541006522
CUST_4152,64,Female,Month-to-month,103.81,1868.58,Yes,Fiber optic,18,Yes,Bank transfer,No,103.81,1,1,1,1,1868.58,4.6521491871820855,7.533469085692034
CUST_3879,62,Male,Two year,60.46,2055.64,Yes,Fiber optic,34,Yes,Bank transfer,No,60.459999999999994,3,1,1,3,2055.64,4.1183865567023386,7.628828862182921
CUST_2698,62,Female,Month-to-month,100.84,2117.64,No,No,21,Yes,Mailed check,No,100.83999999999999,1,1,0,0,2117.64,4.623402954249151,7.658529652376875
CUST_3890,50,Female,Two year,26.07,599.61,No,Fiber optic,23,No,Mailed check,No,26.07,3,0,0,0,599.61,3.29842610362621,6.39794580542727
CUST_3404,55,Male,One year,89.11,4188.17,No,No,47,Yes,Mailed check,No,89.11,2,0,0,0,4188.17,4.5010311462469454,8.340257902601506
CUST_2404,25,Male,Month-to-month,49.4,1580.8,Yes,Fiber optic,32,No,Credit card,No,49.4,1,0,1,1,1580.8,3.919991175077323,7.366318718085316
CUST_4509,40,Male,Month-to-month,29.23,350.76,No,DSL,12,No,Mailed check,Yes,29.23,1,0,0,0,350.76,3.4088348087913665,5.8629491248725545
CUST_2618,36,Female,Month-to-month,45.2,2079.2,No,DSL,46,Yes,Credit card,No,45.199999999999996,1,0,0,0,2079.2,3.832979798087693,7.640219321919032
CUST_3583,37,Male,Month-to-month,54.68,1367.0,No,Fiber optic,25,No,Bank transfer,No,54.68,1,0,0,0,1367.0,4.019621016026164,7.221105098182496
CUST_2568,58,Female,Month-to-month,117.7,941.6,No,No,8,Yes,Mailed check,No,117.7,1,0,0,0,941.6,4.776599301615622,6.84864201448963
CUST_2431,24,Male,Month-to-month,87.77,4476.27,Yes,DSL,51,Yes,Electronic check,No,87.77000000000001,1,0,1,1,4476.27,4.486048755080228,8.406768764664623
CUST_2483,49,Female,One year,62.76,4518.72,No,DSL,72,Yes,Electronic check,Yes,62.760000000000005,2,0,0,0,4518.72,4.15512603448196,8.416205324004833
CUST_2898,41,Male,One year,101.42,304.26,Yes,DSL,3,Yes,Bank transfer,Yes,101.42,2,0,1,2,304.26,4.6290820060344045,5.721163872486976
CUST_3032,51,Male,Month-to-month,69.17,1936.76,No,DSL,28,Yes,Credit card,Yes,69.17,1,0,0,0,1936.76,4.250920869264197,7.56928794577274
CUST_322,20,Female,Month-to-month,90.58,905.8,No,Fiber optic,10,No,Credit card,No,90.58,1,0,0,0,905.8,4.5172129072289495,6.809921918633374
CUST_1238,34,Male,Two year,72.2,1660.6,No,No,23,Yes,Electronic check,No,72.2,3,0,0,0,1660.6000000000001,4.293195420967265,7.415536272561902
CUST_4242,59,Male,One year,61.77,3088.5,Yes,No,50,Yes,Mailed check,No,61.77,2,0,1,2,3088.5,4.13947725232944,8.035764544501035
CUST_148,67,Male,Two year,36.53,2337.92,No,DSL,64,Yes,Mailed check,No,36.53,3,1,0,0,2337.92,3.6251406131469293,7.75744456334855
CUST_391,30,Female,Month-to-month,53.62,1876.7,No,No,35,No,Bank transfer,No,53.620000000000005,1,0,0,0,1876.7000000000003,4.000400116045559,7.537802902598766
CUST_3895,34,Female,Month-to-month,89.56,3940.64,No,Fiber optic,44,No,Electronic check,No,89.56,1,0,0,0,3940.6400000000003,4.506012614454873,8.279352159341443
CUST_4508,56,Male,Month-to-month,24.71,1433.18,No,No,58,Yes,Bank transfer,No,24.71,1,0,0,0,1433.18,3.246880021277798,7.268348536294764
CUST_3260,20,Female,Month-to-month,90.96,1637.28,No,Fiber optic,18,Yes,Credit card,No,90.96,1,0,0,0,1637.28,4.521353699894981,7.401402189975348
CUST_1627,37,Male,Month-to-month,117.85,6717.45,No,No,57,No,Credit card,No,117.85,1,0,0,0,6717.45,4.777862193806203,8.81261275215039
CUST_2236,56,Male,One year,90.82,4177.72,Yes,Fiber optic,46,Yes,Bank transfer,No,90.82000000000001,2,0,1,2,4177.72,4.519830138821076,8.33776025852816
CUST_3697,48,Female,Month-to-month,101.61,6604.65,Yes,DSL,65,No,Credit card,No,101.61,1,0,1,1,6604.65,4.630935393874117,8.79568062240968
CUST_1753,59,Female,Month-to-month,92.84,4734.84,No,DSL,51,Yes,Electronic check,Yes,92.84,1,0,0,0,4734.84,4.54159120434522,8.462914392209372
CUST_383,53,Female,Month-to-month,47.26,283.56,No,Fiber optic,6,Yes,Credit card,No,47.26,1,0,0,0,283.56,3.8766030601968855,5.6509441276402
CUST_1924,65,Male,One year,81.33,5855.76,No,No,72,Yes,Electronic check,No,81.33,2,1,0,0,5855.76,4.410735561310334,8.675351828641032
CUST_2975,21,Female,Month-to-month,58.67,2229.46,No,Fiber optic,38,Yes,Credit card,No,58.67,1,0,0,0,2229.46,4.088829381533991,7.709963121208683
CUST_807,58,Male,Two year,117.7,8474.4,Yes,Fiber optic,72,Yes,Credit card,Yes,117.69999999999999,3,0,1,3,8474.4,4.776599301615622,9.044923128774995
CUST_3555,42,Male,Month-to-month,110.47,4971.15,Yes,No,45,Yes,Credit card,Yes,110.47,1,0,1,1,4971.15,4.713755496401532,8.511607621121627
CUST_3609,40,Male,Month-to-month,37.38,523.32,No,DSL,14,Yes,Electronic check,Yes,37.38,1,0,0,0,523.32,3.647536490579554,6.262102184950504
CUST_2083,52,Female,Month-to-month,107.32,7083.12,No,Fiber optic,66,Yes,Electronic check,No,107.32,1,0,0,0,7083.12,4.685089809163965,8.865610938341408
CUST_3171,68,Male,Month-to-month,95.4,6296.4,Yes,No,66,No,Bank transfer,Yes,95.39999999999999,1,1,1,1,6296.4,4.5685062016165,8.747892128783498
CUST_3982,36,Female,Month-to-month,112.87,225.74,No,Fiber optic,2,No,Bank transfer,No,112.87,1,0,0,0,225.74,4.7350574468225135,5.423803986589452
CUST_4784,42,Male,Month-to-month,80.55,2899.8,No,Fiber optic,36,No,Credit card,Yes,80.55000000000001,1,0,0,0,2899.8,4.401216329067022,7.9727418400005865
CUST_4840,18,Male,Two year,79.56,1432.08,No,No,18,Yes,Credit card,Yes,79.56,3,0,0,0,1432.08,4.389002248410307,7.267581253206403
CUST_3615,42,Male,Month-to-month,41.33,2810.44,No,DSL,68,Yes,Electronic check,No,41.33,1,0,0,0,2810.44,3.745496054532832,7.941452086583319
CUST_3465,45,Male,Month-to-month,96.55,1448.25,Yes,Fiber optic,15,Yes,Bank transfer,No,96.55,1,0,1,1,1448.25,4.58036506706912,7.278801460219842
CUST_4132,61,Male,One year,84.64,5163.04,Yes,DSL,61,Yes,Mailed check,No,84.64,2,1,1,2,5163.04,4.450152463721482,8.549474497869918
CUST_3039,34,Female,Month-to-month,36.39,2547.3,Yes,DSL,70,Yes,Electronic check,No,36.39,1,0,1,1,2547.3,3.6214032889890224,7.843181749164768
CUST_1662,60,Male,Two year,70.21,0.0,Yes,DSL,0,No,Credit card,No,0.0,3,0,1,3,0.0,4.2656332579940335,0.0
CUST_1520,31,Female,One year,41.5,1369.5,No,No,33,No,Credit card,No,41.5,2,0,0,0,1369.5,3.749504075930371,7.2229309157428405
CUST_2914,44,Male,Month-to-month,59.51,416.57,No,Fiber optic,7,No,Credit card,No,59.51,1,0,0,0,416.57,4.10280864063423,6.034452194907419
CUST_1011,42,Male,One year,61.79,1235.8,No,No,20,No,Electronic check,No,61.79,2,0,0,0,1235.8,4.139795825126018,7.120282677833157
CUST_328,31,Male,Month-to-month,50.18,250.9,No,DSL,5,Yes,Mailed check,No,50.18,1,0,0,0,250.9,3.9353488307316424,5.529032183358565
CUST_3791,60,Female,One year,58.18,3898.06,Yes,Fiber optic,67,Yes,Credit card,No,58.18,2,0,1,2,3898.06,4.080583646972063,8.268490777425363
CUST_1967,62,Male,Two year,38.02,2395.26,No,DSL,63,Yes,Credit card,No,38.02,3,1,0,0,2395.26,3.664074335194965,7.781664467538418
CUST_4653,70,Male,Month-to-month,62.08,3041.92,No,No,49,Yes,Electronic check,No,62.08,1,1,0,0,3041.92,4.1444037620948375,8.02057285970584
CUST_3520,55,Female,Month-to-month,32.89,855.14,Yes,Fiber optic,26,Yes,Mailed check,No,32.89,1,0,1,1,855.14,3.5231199856189597,6.752433914170538
CUST_1354,42,Male,Month-to-month,28.38,1702.8,Yes,Fiber optic,60,Yes,Bank transfer,No,28.38,1,0,1,1,1702.8,3.380314170745731,7.44061632960874
CUST_1387,21,Male,Two year,21.31,639.3,Yes,No,30,Yes,Electronic check,No,21.31,3,0,1,3,639.3,3.105035008444441,6.461936816524756
CUST_4926,23,Female,Month-to-month,63.53,3240.03,No,DSL,51,Yes,Electronic check,No,63.53,1,0,0,0,3240.03,4.167130231947748,8.083646459501052
CUST_4540,58,Male,Month-to-month,77.19,3627.93,No,DSL,47,No,Mailed check,No,77.19,1,0,0,0,3627.93,4.359141762136423,8.196693117966687
CUST_2366,20,Female,Two year,40.43,1010.75,Yes,Fiber optic,25,Yes,Electronic check,No,40.43,3,0,1,3,1010.75,3.72400525608931,6.919436783755975
CUST_3156,52,Female,Two year,95.96,5373.76,No,No,56,Yes,Mailed check,No,95.96000000000001,3,0,0,0,5373.76,4.574298522321004,8.589469200836179
CUST_1309,46,Male,Two year,84.06,3194.28,No,DSL,38,No,Bank transfer,Yes,84.06,3,0,0,0,3194.28,4.443356889825488,8.06942999990445
CUST_4315,30,Male,Month-to-month,112.61,7995.31,Yes,Fiber optic,71,Yes,Bank transfer,No,112.61,1,0,1,1,7995.31,4.732771530581813,8.986735464253469
CUST_3188,29,Female,Month-to-month,40.1,1162.9,No,DSL,29,Yes,Electronic check,Yes,40.1,1,0,0,0,1162.9,3.7160081215021887,7.059531713947931
CUST_3938,51,Male,One year,51.03,3316.95,No,DSL,65,No,Electronic check,No,51.029999999999994,2,0,0,0,3316.95,3.951820475302212,8.107102401317979
CUST_4069,43,Male,One year,103.51,5589.54,Yes,No,54,Yes,Mailed check,No,103.51,2,0,1,2,5589.54,4.649282760606412,8.628831162556907
CUST_577,62,Male,Two year,89.93,2967.69,No,DSL,33,Yes,Bank transfer,No,89.93,3,1,0,0,2967.69,4.510089979737821,7.9958760570524
CUST_1719,56,Male,Month-to-month,103.03,1236.36,Yes,DSL,12,Yes,Credit card,No,103.02999999999999,1,0,1,1,1236.36,4.644679319082804,7.120735356729884
CUST_4110,38,Female,One year,67.81,2102.11,No,DSL,31,Yes,Bank transfer,Yes,67.81,2,0,0,0,2102.11,4.231349083214388,7.6511724805639725
CUST_3241,27,Male,Month-to-month,72.99,5109.3,No,DSL,70,Yes,Mailed check,No,72.99000000000001,1,0,0,0,5109.300000000001,4.303929948937459,8.539013389889352
CUST_2166,48,Male,Month-to-month,94.97,1139.64,Yes,Fiber optic,12,Yes,Electronic check,Yes,94.97000000000001,1,0,1,1,1139.64,4.564035642629536,7.039344787369318
CUST_1402,23,Female,Month-to-month,79.5,3180.0,No,No,40,Yes,Bank transfer,No,79.5,1,0,0,0,3180.0,4.388257184424518,8.064950891749143
CUST_3317,62,Male,Month-to-month,20.28,141.96,No,Fiber optic,7,Yes,Mailed check,No,20.28,1,1,0,0,141.96,3.0577676644734435,4.962564870851173
CUST_506,58,Male,One year,37.63,1279.42,Yes,DSL,34,Yes,Credit card,No,37.63,2,0,1,2,1279.42,3.65402917667819,7.154943428092428
CUST_4628,21,Female,Month-to-month,46.27,2776.2,No,Fiber optic,60,Yes,Bank transfer,No,46.269999999999996,1,0,0,0,2776.2,3.855875844805145,7.929198504879118
CUST_3937,35,Male,Month-to-month,63.97,3134.53,No,DSL,49,Yes,Credit card,Yes,63.970000000000006,1,0,0,0,3134.53,4.17392562489244,8.050553497789322
CUST_1742,66,Female,One year,79.86,5270.76,No,Fiber optic,66,Yes,Bank transfer,No,79.86,2,1,0,0,5270.76,4.392719264212625,8.57011955162563
CUST_2861,52,Female,Month-to-month,96.62,3768.18,Yes,Fiber optic,39,Yes,Credit card,No,96.61999999999999,1,0,1,1,3768.18,4.5810823904590015,8.234612750152758
CUST_1069,21,Male,Two year,73.79,1844.75,No,No,25,No,Electronic check,No,73.79,3,0,0,0,1844.7500000000002,4.314684186203576,7.520640977939275
CUST_2947,25,Female,Two year,44.39,2929.74,No,DSL,66,Yes,Mailed check,Yes,44.38999999999999,3,0,0,0,2929.74,3.815291816468374,7.983010229850236
CUST_2247,32,Male,One year,55.79,1283.17,No,Fiber optic,23,Yes,Bank transfer,No,55.790000000000006,2,0,0,0,1283.17,4.039360253889341,7.157867874239859
CUST_1129,56,Male,One year,41.95,1216.55,Yes,No,29,No,Credit card,No,41.949999999999996,2,0,1,2,1216.55,3.7600366484302645,7.104595921875294
CUST_4845,23,Male,One year,29.34,557.46,Yes,Fiber optic,19,Yes,Electronic check,No,29.340000000000003,2,0,1,2,557.46,3.412466973920386,6.325182995532574
CUST_4659,53,Male,Two year,45.3,724.8,No,Fiber optic,16,Yes,Credit card,No,45.3,3,0,0,0,724.8,3.835141961092188,6.58727449477897
CUST_3626,39,Male,Month-to-month,71.54,1716.96,Yes,Fiber optic,24,Yes,Electronic check,No,71.54,1,0,1,1,1716.96,4.284138133854756,7.448892819386072
CUST_1452,28,Male,Month-to-month,57.12,1942.08,Yes,Fiber optic,34,No,Electronic check,No,57.12,1,0,1,1,1942.08,4.062509838702082,7.572029621972966
CUST_1976,43,Female,One year,54.33,488.97,Yes,DSL,9,Yes,Bank transfer,No,54.330000000000005,2,0,1,2,488.97,4.013315256910018,6.19434416474058
CUST_4911,63,Male,Month-to-month,48.0,1824.0,No,DSL,38,Yes,Credit card,No,48.0,1,1,0,0,1824.0,3.8918202981106265,7.509335266016592
CUST_1819,20,Male,Month-to-month,57.93,2143.41,No,Fiber optic,37,No,Electronic check,No,57.92999999999999,1,0,0,0,2143.41,4.076350298849822,7.670619735251593
CUST_341,50,Female,Month-to-month,101.99,4181.59,No,DSL,41,No,Mailed check,Yes,101.99000000000001,1,0,0,0,4181.59,4.63463189613771,8.338685950860189
CUST_2871,41,Female,Month-to-month,97.98,979.8,No,No,10,Yes,Mailed check,No,97.97999999999999,1,0,0,0,979.8,4.59491780952374,6.888368565181946
CUST_670,66,Male,Two year,99.53,5573.68,No,No,56,No,Bank transfer,No,99.53,3,1,0,0,5573.68,4.610456190417328,8.625990195577788
CUST_871,28,Male,Month-to-month,119.18,834.26,No,Fiber optic,7,Yes,Electronic check,No,119.17999999999999,1,0,0,0,834.26,4.788990618905782,6.72774305362853
CUST_694,41,Male,Two year,61.44,4177.92,No,Fiber optic,68,No,Bank transfer,No,61.44,3,0,0,0,4177.92,4.134206095647231,8.337808118928953
CUST_4536,68,Female,Month-to-month,29.45,589.0,No,DSL,20,No,Mailed check,No,29.45,1,1,0,0,589.0,3.416085994155906,6.380122536899765
CUST_4862,58,Female,Month-to-month,105.13,5046.24,Yes,Fiber optic,48,No,Bank transfer,Yes,105.13,1,0,1,1,5046.24,4.664664757773731,8.526596838211438
CUST_88,59,Male,One year,48.29,965.8,No,Fiber optic,20,Yes,Mailed check,No,48.29,2,0,0,0,965.8,3.8977212207172864,6.873991648829327
CUST_103,39,Female,Month-to-month,76.91,5537.52,No,DSL,72,Yes,Credit card,No,76.91000000000001,1,0,0,0,5537.52,4.355554314342767,8.619482596036502
CUST_2215,50,Male,One year,118.18,827.26,No,DSL,7,Yes,Electronic check,No,118.17999999999999,2,0,0,0,827.26,4.780634955318833,6.719327114756379
CUST_2330,26,Male,One year,35.51,497.14,No,Fiber optic,14,Yes,Credit card,Yes,35.51,2,0,0,0,497.14,3.5975861956675455,6.210881162014557
CUST_2321,38,Female,One year,30.71,2118.99,Yes,DSL,69,Yes,Credit card,No,30.709999999999997,2,0,1,2,2118.99,3.456632088550256,7.659166650673801
CUST_3691,70,Female,Month-to-month,84.1,4373.2,Yes,Fiber optic,52,No,Credit card,No,84.1,1,1,1,1,4373.2,4.443827035579329,8.383478924928452
CUST_4924,41,Male,Two year,107.77,4634.11,Yes,DSL,43,Yes,Mailed check,No,107.77,3,0,1,3,4634.11,4.689235561105758,8.441415210188678
CUST_2207,26,Female,Month-to-month,67.18,2284.12,Yes,No,34,Yes,Bank transfer,No,67.17999999999999,1,0,1,1,2284.12,4.222151266709757,7.734173818360745
CUST_3773,61,Male,One year,115.32,8072.4,No,DSL,70,Yes,Electronic check,No,115.32,2,1,0,0,8072.4,4.756345013785209,8.996329986043195
CUST_4599,61,Male,Month-to-month,25.24,429.08,No,DSL,17,Yes,Electronic check,No,25.24,1,1,0,0,429.08,3.267284964075888,6.06397123789473
CUST_2331,64,Female,One year,33.33,1633.17,Yes,Fiber optic,49,No,Credit card,No,33.33,2,1,1,2,1633.1699999999998,3.5360196074696004,7.398890309175936
CUST_780,26,Male,Month-to-month,107.27,5256.23,No,No,49,No,Bank transfer,No,107.27,1,0,0,0,5256.23,4.684628107322807,8.567359551051283
CUST_749,47,Female,Month-to-month,41.69,2209.57,No,Fiber optic,53,Yes,Bank transfer,No,41.690000000000005,1,0,0,0,2209.57,3.7539647007698704,7.701005679808563
CUST_2065,39,Female,Month-to-month,83.15,2245.05,Yes,No,27,No,Bank transfer,No,83.15,1,0,1,1,2245.05,4.432600920636815,7.716928396849352
CUST_616,50,Female,One year,31.43,1351.49,No,Fiber optic,43,Yes,Bank transfer,No,31.43,2,0,0,0,1351.49,3.4790839203192263,7.20970261697796
CUST_4498,34,Male,Month-to-month,90.4,4791.2,No,No,53,Yes,Bank transfer,No,90.39999999999999,1,0,0,0,4791.2,4.515245478460105,8.474744875151398
CUST_242,20,Female,Month-to-month,42.18,1982.46,No,No,47,Yes,Electronic check,No,42.18,1,0,0,0,1982.46,3.765377425086661,7.592598073378467
CUST_3066,54,Female,Month-to-month,33.69,539.04,Yes,No,16,Yes,Mailed check,No,33.69,1,0,1,1,539.04,3.546451460981658,6.291643210889045
CUST_4534,44,Male,One year,29.55,1182.0,Yes,Fiber optic,40,No,Bank transfer,No,29.55,2,0,1,2,1182.0,3.4193646856176043,7.075808863978387
CUST_3443,58,Female,Month-to-month,92.2,5808.6,Yes,DSL,63,Yes,Electronic check,No,92.2,1,0,1,1,5808.6,4.534747721691545,8.667267000660072
CUST_2688,31,Male,Month-to-month,113.41,5216.86,No,DSL,46,Yes,Mailed check,No,113.41,1,0,0,0,5216.86,4.739788487712852,8.559842635133593
CUST_1206,45,Female,Month-to-month,92.72,6675.84,No,Fiber optic,72,No,Mailed check,No,92.72,1,0,0,0,6675.84,4.540311613639595,8.806400100713184
CUST_4651,32,Female,Month-to-month,99.08,3467.8,Yes,DSL,35,No,Credit card,Yes,99.08,1,0,1,1,3467.7999999999997,4.605969866158656,8.151563991805272
CUST_3330,29,Female,Month-to-month,21.95,658.5,Yes,No,30,Yes,Bank transfer,No,21.95,1,0,1,1,658.5,3.133317936506554,6.491481972157369
CUST_2523,29,Female,Month-to-month,64.17,3465.18,Yes,No,54,No,Bank transfer,No,64.17,1,0,1,1,3465.1800000000003,4.176999240344289,8.150808401991126
CUST_4447,34,Female,Two year,117.34,0.0,No,DSL,0,No,Bank transfer,No,0.0,3,0,0,0,0.0,4.773561837248548,0.0
CUST_327,35,Male,Month-to-month,52.57,1366.82,No,Fiber optic,26,No,Credit card,No,52.57,1,0,0,0,1366.82,3.980989209892869,7.220973510577858
CUST_4286,54,Female,Month-to-month,78.81,2049.06,No,DSL,26,Yes,Mailed check,No,78.81,1,0,0,0,2049.06,4.379648809887917,7.625624339996828
CUST_3719,31,Male,Month-to-month,114.7,7226.1,Yes,Fiber optic,63,No,Mailed check,No,114.7,1,0,1,1,7226.1,4.751000634199631,8.885593128187388
CUST_4154,29,Female,Month-to-month,79.23,3882.27,No,DSL,49,No,Mailed check,No,79.23,1,0,0,0,3882.27,4.3848975097655645,8.264432861179868
CUST_4650,61,Male,Month-to-month,76.3,5417.3,No,Fiber optic,71,Yes,Credit card,No,76.3,1,1,0,0,5417.3,4.3476939555933765,8.597537392097728
CUST_738,64,Female,Month-to-month,36.17,289.36,No,No,8,Yes,Credit card,Yes,36.17,1,1,0,0,289.36,3.6155019843091605,5.67112153241664
CUST_2388,47,Male,Month-to-month,36.45,911.25,Yes,DSL,25,No,Mailed check,No,36.45,1,0,1,1,911.2500000000001,3.6230067099632284,6.815914075316557
CUST_2091,27,Male,Month-to-month,48.89,635.57,No,Fiber optic,13,Yes,Bank transfer,No,48.89,1,0,0,0,635.57,3.9098205818729457,6.456094388384118
CUST_2457,69,Male,Month-to-month,72.34,1663.82,No,Fiber optic,23,No,Mailed check,No,72.34,1,1,0,0,1663.8200000000002,4.2951061626431795,7.417472288462333
CUST_2705,38,Male,One year,118.04,4721.6,No,Fiber optic,40,No,Mailed check,Yes,118.04,2,0,0,0,4721.6,4.779459571084781,8.460114774376459
CUST_4553,39,Female,Month-to-month,73.29,1172.64,Yes,Fiber optic,16,Yes,Mailed check,No,73.29,1,0,1,1,1172.64,4.307976353163715,7.067865309410871
CUST_42,56,Female,Month-to-month,46.84,3138.28,No,Fiber optic,67,Yes,Bank transfer,No,46.84,1,0,0,0,3138.28,3.867862109642376,8.051748753246123
CUST_1280,29,Female,Month-to-month,80.06,1361.02,No,DSL,17,No,Credit card,Yes,80.06,1,0,0,0,1361.02,4.395189621200163,7.2167241708894565
CUST_204,29,Female,Month-to-month,88.93,444.65,No,DSL,5,No,Mailed check,No,88.92999999999999,1,0,0,0,444.65,4.499031589926424,6.099533890576726
CUST_3998,63,Female,Month-to-month,30.67,1134.79,No,No,37,Yes,Mailed check,No,30.669999999999998,1,1,0,0,1134.79,3.4553698605505483,7.035083723037607
CUST_816,34,Female,Month-to-month,28.4,823.6,No,Fiber optic,29,Yes,Mailed check,Yes,28.400000000000002,1,0,0,0,823.6,3.380994674344636,6.7148984202727995
CUST_3514,60,Male,Month-to-month,90.19,3607.6,No,Fiber optic,40,Yes,Electronic check,Yes,90.19,1,0,0,0,3607.6,4.512945241945574,8.191075164474197
CUST_2968,45,Female,Two year,97.91,1958.2,No,Fiber optic,20,Yes,Electronic check,No,97.91,3,0,0,0,1958.1999999999998,4.594210345751749,7.580291505637958
CUST_1992,38,Female,Month-to-month,27.4,383.6,No,DSL,14,Yes,Mailed check,Yes,27.400000000000002,1,0,0,0,383.6,3.3463891451671604,5.952203833154679
CUST_1964,69,Male,Month-to-month,108.33,5199.84,No,No,48,Yes,Credit card,Yes,108.33,1,1,0,0,5199.84,4.694370831446394,8.556575429985125
CUST_3195,66,Male,Two year,72.02,3096.86,Yes,No,43,Yes,Credit card,No,72.02,3,1,1,3,3096.8599999999997,4.29073337622749,8.038466829510247
CUST_2484,60,Male,One year,117.04,117.04,Yes,Fiber optic,1,No,Mailed check,No,117.04,2,0,1,2,117.04,4.771023550074738,4.771023550074738
CUST_1729,33,Female,Month-to-month,73.86,4505.46,No,Fiber optic,61,Yes,Electronic check,No,73.86,1,0,0,0,4505.46,4.315619702476282,8.41326720188917
CUST_4989,43,Female,Month-to-month,81.16,4544.96,Yes,Fiber optic,56,No,Bank transfer,No,81.16,1,0,1,1,4544.96,4.408668565620302,8.42199420542965
CUST_3869,44,Female,Two year,28.84,259.56,No,No,9,Yes,Bank transfer,No,28.84,3,0,0,0,259.56,3.39584977533556,5.562833160967978
CUST_128,63,Female,Two year,32.73,261.84,No,DSL,8,Yes,Bank transfer,No,32.73,3,1,0,0,261.84,3.5183876490735586,5.571545482029667
CUST_1189,36,Female,Two year,99.69,1993.8,No,DSL,20,Yes,Mailed check,Yes,99.69,3,0,0,0,1993.8,4.612046489927524,7.598299073671967
CUST_516,53,Female,One year,35.53,2060.74,No,No,58,No,Bank transfer,Yes,35.529999999999994,2,0,0,0,2060.74,3.5981338408071912,7.631305565453126
CUST_3189,20,Male,Month-to-month,22.28,1225.4,No,DSL,55,Yes,Bank transfer,No,22.28,1,0,0,0,1225.4,3.147594622863237,7.111838327557604
CUST_4772,51,Female,Month-to-month,119.18,4886.38,No,No,41,Yes,Bank transfer,No,119.18,1,0,0,0,4886.38,4.788990618905782,8.494411651562537
